Vardas                  Pavarde                 ND1      ND2      ND3      ND4      ND5      ND6      ND7      ND8      ND9      ND10     ND11     ND12     ND13     ND14     ND15     Egz.
Vardas754               Pavarde754              4        4        9        1        7        5        2        8        4        8        6        2        9        10       2        5
Vardas755               Pavarde755              2        1        7        4        9        4        6        2        10       3        3        6        5        9        6        10
Vardas756               Pavarde756              5        8        5        9        4        5        10       9        9        3        3        4        1        1        6        10
Vardas757               Pavarde757              3        3        4        1        8        10       6        10       4        5        6        4        5        2        3        2
Vardas758               Pavarde758              7        9        2        9        4        7        9        3        2        10       5        6        5        3        8        8
Vardas759               Pavarde759              5        6        5        1        3        8        5        3        10       2        5        10       6        7        9        2
Vardas760               Pavarde760              8        1        10       6        6        2        3        1        8        4        9        7        10       5        4        1
Vardas761               Pavarde761              2        4        5        10       3        3        6        2        1        2        5        7        4        5        9        2
Vardas762               Pavarde762              6        2        8        2        9        2        9        4        9        3        8        2        3        6        1        4
Vardas763               Pavarde763              3        7        9        5        4        2        6        4        8        10       6        8        6        10       10       8
Vardas764               Pavarde764              5        9        7        9        6        5        7        2        3        5        1        10       1        8        5        10
Vardas765               Pavarde765              1        10       5        1        3        4        8        5        3        3        7        3        6        3        8        6
Vardas766               Pavarde766              3        8        1        10       5        10       3        6        9        8        4        7        1        1        3        6
Vardas767               Pavarde767              8        4        3        5        3        1        3        6        8        2        9        10       10       7        1        8
Vardas768               Pavarde768              8        7        4        9        2        10       5        5        7        9        8        9        1        2        5        3
Vardas769               Pavarde769              4        10       8        5        1        1        5        5        1        9        8        6        1        10       9        4
Vardas770               Pavarde770              7        3        2        1        8        1        5        10       7        2        3        10       8        9        5        1
Vardas771               Pavarde771              8        10       3        1        10       3        2        7        10       7        10       9        7        10       2        6
Vardas772               Pavarde772              2        5        4        6        5        4        1        9        5        5        3        6        6        3        2        7
Vardas773               Pavarde773              8        10       7        2        1        6        9        3        6        4        8        7        5        4        1        5
Vardas774               Pavarde774              7        3        4        2        5        3        1        4        4        6        10       1        4        2        10       4
Vardas775               Pavarde775              3        10       10       7        5        6        4        5        8        5        2        4        5        5        7        2
Vardas776               Pavarde776              1        9        9        8        7        7        2        9        6        7        6        9        6        1        1        7
Vardas777               Pavarde777              8        4        7        5        5        10       3        9        6        8        1        8        3        8        10       2
Vardas778               Pavarde778              7        2        10       1        2        1        5        4        8        7        7        8        8        6        2        3
Vardas779               Pavarde779              5        5        5        8        10       3        8        9        6        10       1        1        1        10       10       6
Vardas780               Pavarde780              9        6        2        1        1        5        7        7        8        6        2        8        10       3        4        9
Vardas781               Pavarde781              6        10       1        1        5        7        7        10       1        9        10       8        2        7        2        10
Vardas782               Pavarde782              4        5        8        3        5        2        4        2        9        6        6        1        3        10       10       4
Vardas783               Pavarde783              5        4        8        10       9        10       1        7        8        6        1        7        3        8        1        10
Vardas784               Pavarde784              6        5        7        5        2        9        2        2        8        4        2        1        8        3        9        7
Vardas785               Pavarde785              1        8        2        6        1        3        6        3        2        7        5        6        8        4        6        9
Vardas786               Pavarde786              7        9        6        9        1        4        6        8        1        6        6        3        3        1        4        3
Vardas787               Pavarde787              10       3        7        2        3        7        9        1        5        6        5        9        7        1        3        10
Vardas788               Pavarde788              4        8        6        6        3        6        8        8        10       3        2        9        7        5        10       1
Vardas789               Pavarde789              5        3        7        1        1        2        3        4        2        3        8        9        10       8        3        2
Vardas790               Pavarde790              9        2        5        4        1        3        2        10       6        3        7        5        10       1        8        6
Vardas791               Pavarde791              8        7        9        8        3        6        1        3        6        5        8        7        6        8        8        3
Vardas792               Pavarde792              6        9        4        10       5        6        6        1        9        10       7        9        5        4        6        5
Vardas793               Pavarde793              6        5        6        7        1        8        8        5        4        2        9        9        5        2        4        6
Vardas794               Pavarde794              6        3        7        10       10       2        9        10       2        9        7        7        2        6        10       10
Vardas795               Pavarde795              9        2        8        2        5        3        10       7        9        3        7        1        6        10       1        2
Vardas796               Pavarde796              2        8        5        5        2        4        2        2        6        10       2        10       10       6        7        9
Vardas797               Pavarde797              10       10       8        10       1        7        3        6        10       5        4        10       8        7        5        2
Vardas798               Pavarde798              2        3        3        2        8        5        10       6        2        4        7        6        3        2        6        5
Vardas799               Pavarde799              7        7        7        6        4        2        5        4        5        6        1        1        8        4        5        3
Vardas800               Pavarde800              8        6        2        1        3        5        6        2        1        3        8        4        6        9        8        10
Vardas801               Pavarde801              10       4        8        4        6        10       3        2        10       3        5        5        9        2        4        5
Vardas802               Pavarde802              4        7        9        10       3        4        2        5        10       3        8        8        9        9        8        4
Vardas803               Pavarde803              5        2        1        3        8        8        2        2        1        6        5        8        4        8        3        8
Vardas804               Pavarde804              9        5        5        4        5        9        5        2        8        8        2        8        1        2        2        10
Vardas805               Pavarde805              3        6        5        5        10       3        1        10       10       7        1        8        7        2        3        9
Vardas806               Pavarde806              6        8        7        9        1        7        1        1        8        7        5        4        1        3        8        1
Vardas807               Pavarde807              1        6        8        10       4        2        4        10       6        8        4        4        5        1        10       10
Vardas808               Pavarde808              6        5        10       7        6        6        1        2        1        2        2        6        3        2        3        6
Vardas809               Pavarde809              3        8        8        1        4        8        5        1        5        6        2        4        7        5        5        6
Vardas810               Pavarde810              1        3        4        10       4        2        1        6        9        9        3        6        2        6        7        5
Vardas811               Pavarde811              1        8        3        3        10       7        9        7        4        1        4        3        4        9        10       9
Vardas812               Pavarde812              10       3        5        3        1        10       8        9        1        1        1        6        10       5        10       6
Vardas813               Pavarde813              8        2        9        8        1        3        4        2        2        2        9        4        1        2        9        8
Vardas814               Pavarde814              8        2        7        8        3        7        5        6        4        8        8        1        9        5        10       9
Vardas815               Pavarde815              9        6        2        10       8        5        6        7        1        8        2        6        3        3        1        5
Vardas816               Pavarde816              6        1        5        5        5        4        7        10       5        7        8        7        10       7        2        2
Vardas817               Pavarde817              2        6        1        2        3        7        8        9        9        2        3        3        2        8        8        8
Vardas818               Pavarde818              1        5        2        3        2        5        3        8        8        9        3        7        10       8        6        8
Vardas819               Pavarde819              2        4        4        2        2        6        10       9        3        4        9        6        3        6        7        5
Vardas820               Pavarde820              10       7        6        5        7        3        1        6        9        10       8        4        8        4        7        10
Vardas821               Pavarde821              4        4        8        5        7        6        6        2        2        6        10       5        5        7        10       10
Vardas822               Pavarde822              9        6        5        2        8        2        10       7        8        4        9        4        6        2        7        2
Vardas823               Pavarde823              3        3        9        6        6        1        10       6        2        1        10       6        10       4        8        7
Vardas824               Pavarde824              8        5        1        7        6        10       9        4        4        6        4        9        3        9        6        7
Vardas825               Pavarde825              3        7        9        3        1        4        8        1        8        6        6        7        7        3        4        9
Vardas826               Pavarde826              6        6        10       9        6        7        3        7        1        8        7        9        6        4        4        10
Vardas827               Pavarde827              9        7        2        1        9        3        7        3        9        10       9        6        6        1        7        6
Vardas828               Pavarde828              5        10       2        8        2        7        4        8        2        10       7        10       3        4        9        7
Vardas829               Pavarde829              4        2        9        2        6        1        9        6        10       4        5        7        10       10       7        2
Vardas830               Pavarde830              9        8        5        7        1        3        7        3        10       4        1        5        7        1        2        3
Vardas831               Pavarde831              4        1        7        3        2        3        5        1        4        3        5        3        7        8        4        9
Vardas832               Pavarde832              10       10       1        7        6        10       9        10       5        7        1        3        2        5        9        2
Vardas833               Pavarde833              1        2        1        6        6        4        5        2        1        6        9        4        9        7        9        2
Vardas834               Pavarde834              3        7        6        2        2        8        5        1        6        4        10       9        10       9        6        3
Vardas835               Pavarde835              1        8        10       6        7        7        2        6        7        8        10       5        4        6        3        8
Vardas836               Pavarde836              8        2        1        4        4        10       6        8        5        2        4        2        3        10       10       2
Vardas837               Pavarde837              5        4        4        1        5        7        2        8        1        8        3        3        3        1        10       10
Vardas838               Pavarde838              8        1        9        4        1        7        6        7        6        9        3        9        1        8        10       8
Vardas839               Pavarde839              6        6        6        6        9        4        1        1        2        3        9        7        1        5        5        4
Vardas840               Pavarde840              7        10       3        10       6        9        9        3        1        7        5        1        1        7        9        3
Vardas841               Pavarde841              2        3        6        3        5        8        7        1        2        10       1        7        1        8        1        7
Vardas842               Pavarde842              9        4        1        7        8        7        10       3        4        10       6        1        8        1        6        2
Vardas843               Pavarde843              3        3        10       3        2        8        9        7        10       4        2        2        6        7        5        7
Vardas844               Pavarde844              5        5        3        9        1        5        5        10       2        3        1        2        10       8        1        1
Vardas845               Pavarde845              8        6        1        10       2        9        2        9        4        4        8        10       9        8        9        8
Vardas846               Pavarde846              10       4        1        5        5        1        10       5        9        2        5        7        2        6        10       7
Vardas847               Pavarde847              8        2        4        5        6        3        8        4        6        3        5        1        9        5        5        6
Vardas848               Pavarde848              10       4        10       10       5        5        3        4        8        2        2        7        9        8        2        8
Vardas849               Pavarde849              2        3        2        7        4        9        10       6        10       1        10       3        10       9        10       10
Vardas850               Pavarde850              2        10       8        9        9        10       1        9        8        3        10       8        10       1        1        10
Vardas851               Pavarde851              3        4        4        2        7        4        9        2        3        10       9        1        1        4        4        3
Vardas852               Pavarde852              5        4        6        4        10       3        9        7        9        6        6        2        3        10       2        2
Vardas853               Pavarde853              6        8        1        3        3        3        9        1        10       8        7        10       5        6        10       3
Vardas854               Pavarde854              4        5        10       9        8        5        6        7        7        1        3        1        3        9        2        2
Vardas855               Pavarde855              6        4        7        8        10       7        8        6        9        7        7        3        4        5        5        4
Vardas856               Pavarde856              10       1        4        6        7        8        4        5        1        7        8        5        1        4        2        9
Vardas857               Pavarde857              2        8        1        3        7        6        5        5        4        4        9        9        5        10       6        7
Vardas858               Pavarde858              7        2        3        8        8        3        6        10       6        9        3        4        1        7        6        4
Vardas859               Pavarde859              4        3        6        7        6        2        2        1        3        3        9        9        10       3        4        1
Vardas860               Pavarde860              4        1        5        2        1        10       9        2        9        1        7        2        1        7        2        10
Vardas861               Pavarde861              4        7        7        10       6        6        2        2        3        10       2        8        3        5        2        1
Vardas862               Pavarde862              8        7        7        9        5        3        8        3        9        5        10       8        8        9        4        2
Vardas863               Pavarde863              4        5        9        2        8        2        9        6        5        1        6        6        3        9        8        4
Vardas864               Pavarde864              4        4        7        4        1        9        8        4        7        2        10       1        10       8        9        6
Vardas865               Pavarde865              8        4        7        4        4        6        3        6        9        6        9        3        1        6        8        7
Vardas866               Pavarde866              3        6        8        3        3        5        1        1        9        7        1        5        1        7        3        8
Vardas867               Pavarde867              6        5        9        9        1        10       4        5        9        3        8        2        8        4        10       10
Vardas868               Pavarde868              3        1        1        4        9        7        4        3        10       10       2        9        6        10       3        4
Vardas869               Pavarde869              7        6        6        7        9        1        2        4        2        9        8        3        4        2        4        8
Vardas870               Pavarde870              4        7        4        9        10       3        6        5        9        3        3        4        6        7        4        2
Vardas871               Pavarde871              6        5        9        4        9        2        3        1        6        6        3        6        7        3        10       4
Vardas872               Pavarde872              6        3        7        3        4        4        2        8        2        2        7        7        7        2        7        5
Vardas873               Pavarde873              4        5        5        7        9        6        7        2        2        3        6        2        8        8        7        5
Vardas874               Pavarde874              3        9        1        1        8        4        10       9        7        4        7        2        9        1        6        3
Vardas875               Pavarde875              6        1        10       6        10       6        8        7        7        2        8        5        6        1        1        4
Vardas876               Pavarde876              7        5        9        1        2        7        3        5        4        4        10       10       1        10       3        6
Vardas877               Pavarde877              9        9        6        6        10       7        6        2        10       3        5        1        8        9        4        8
Vardas878               Pavarde878              5        10       2        7        7        6        1        6        1        6        5        1        8        8        7        1
Vardas879               Pavarde879              7        3        4        1        2        3        2        10       2        4        1        6        8        3        2        3
Vardas880               Pavarde880              6        2        1        2        7        6        5        3        8        3        7        8        1        7        10       4
Vardas881               Pavarde881              1        5        8        8        8        8        6        5        3        7        8        2        8        7        10       10
Vardas882               Pavarde882              1        9        7        8        8        2        2        6        5        2        6        10       6        6        8        7
Vardas883               Pavarde883              5        10       4        8        6        3        6        4        3        7        8        4        4        5        9        8
Vardas884               Pavarde884              10       4        9        4        8        2        4        8        5        7        3        6        8        7        5        4
Vardas885               Pavarde885              5        7        7        3        10       10       6        3        4        10       2        6        1        9        7        6
Vardas886               Pavarde886              1        6        1        9        7        10       9        6        3        2        8        7        4        8        10       7
Vardas887               Pavarde887              6        1        9        2        6        7        7        1        4        10       9        5        1        1        5        4
Vardas888               Pavarde888              8        3        8        2        5        2        3        6        8        9        2        5        7        9        2        5
Vardas889               Pavarde889              6        7        5        8        4        7        2        8        10       9        4        3        3        1        10       1
Vardas890               Pavarde890              7        5        9        4        8        9        2        2        3        5        6        1        1        2        4        8
Vardas891               Pavarde891              1        2        10       2        6        7        5        10       5        8        5        7        3        9        3        10
Vardas892               Pavarde892              2        2        4        6        1        5        5        1        8        10       3        6        9        4        8        6
Vardas893               Pavarde893              9        8        9        7        6        4        6        10       2        5        5        9        4        9        10       10
Vardas894               Pavarde894              1        7        8        10       8        5        2        3        2        2        4        3        2        9        3        10
Vardas895               Pavarde895              5        7        4        4        5        5        7        5        2        3        7        6        4        4        3        4
Vardas896               Pavarde896              9        4        1        1        2        5        9        2        2        9        5        5        8        2        4        1
Vardas897               Pavarde897              2        9        6        7        4        5        3        6        9        4        4        4        3        2        8        9
Vardas898               Pavarde898              9        10       3        4        1        7        1        5        10       5        4        3        2        4        3        6
Vardas899               Pavarde899              10       1        9        8        8        10       4        8        2        3        7        7        3        2        9        2
Vardas900               Pavarde900              10       3        3        1        3        9        4        5        8        8        6        6        9        10       1        5
Vardas901               Pavarde901              4        10       6        3        7        10       4        2        9        7        3        6        5        5        3        8
Vardas902               Pavarde902              8        8        10       10       10       1        6        1        10       1        2        7        5        5        2        2
Vardas903               Pavarde903              6        8        10       8        6        3        6        9        7        10       3        2        10       7        10       1
Vardas904               Pavarde904              5        2        2        5        10       2        9        4        6        7        1        4        7        3        8        10
Vardas905               Pavarde905              10       4        8        9        3        4        2        5        9        5        3        5        3        2        3        5
Vardas906               Pavarde906              5        5        5        9        2        9        8        9        7        9        4        5        7        9        3        2
Vardas907               Pavarde907              8        10       4        5        2        5        2        8        3        6        9        7        2        8        3        8
Vardas908               Pavarde908              7        6        5        7        1        8        8        4        2        5        9        10       3        1        1        9
Vardas909               Pavarde909              9        8        9        10       5        9        6        7        3        10       8        2        3        1        1        4
Vardas910               Pavarde910              9        10       8        9        9        7        4        6        9        6        7        9        7        9        8        4
Vardas911               Pavarde911              10       4        2        4        2        8        3        5        10       8        6        4        1        9        1        8
Vardas912               Pavarde912              5        7        3        3        4        7        8        1        5        5        5        10       2        2        5        6
Vardas913               Pavarde913              8        9        8        1        3        6        5        4        10       9        10       8        7        7        8        8
Vardas914               Pavarde914              10       10       5        7        5        2        5        1        10       4        1        6        7        4        10       4
Vardas915               Pavarde915              2        8        4        5        3        3        8        7        1        9        10       8        7        5        3        7
Vardas916               Pavarde916              6        3        5        8        4        8        6        7        8        4        9        1        8        1        10       7
Vardas917               Pavarde917              3        8        4        1        2        9        6        3        3        4        7        2        4        1        6        6
Vardas918               Pavarde918              2        9        3        5        6        7        10       6        2        9        8        4        10       8        4        8
Vardas919               Pavarde919              10       2        5        2        8        7        1        7        9        9        7        5        2        7        10       3
Vardas920               Pavarde920              6        10       9        10       9        7        6        1        5        8        1        8        3        9        3        7
Vardas921               Pavarde921              3        2        8        2        1        1        8        10       3        7        1        4        9        7        6        4
Vardas922               Pavarde922              7        2        2        1        2        4        1        3        1        8        2        9        2        8        2        9
Vardas923               Pavarde923              7        3        2        7        5        1        8        10       2        10       9        3        5        7        3        10
Vardas924               Pavarde924              6        10       4        10       3        8        8        10       9        3        5        3        10       4        8        4
Vardas925               Pavarde925              1        8        6        5        1        9        3        6        2        10       10       6        2        6        6        3
Vardas926               Pavarde926              3        10       9        1        2        8        10       8        6        3        9        3        9        7        7        8
Vardas927               Pavarde927              4        8        2        6        7        5        10       3        1        4        3        10       2        1        4        9
Vardas928               Pavarde928              10       4        10       8        10       7        1        5        4        9        9        10       10       6        6        3
Vardas929               Pavarde929              9        8        3        4        8        1        10       5        1        7        8        4        3        3        2        1
Vardas930               Pavarde930              8        10       5        6        2        7        1        8        1        8        5        4        9        5        7        7
Vardas931               Pavarde931              5        4        7        4        4        1        1        5        3        5        4        4        6        1        1        7
Vardas932               Pavarde932              2        10       4        1        5        3        6        9        1        4        6        7        1        6        5        6
Vardas933               Pavarde933              9        2        8        9        4        3        10       7        2        5        5        8        2        10       6        9
Vardas934               Pavarde934              10       10       9        10       1        8        7        6        4        1        9        2        2        5        8        1
Vardas935               Pavarde935              3        8        1        4        1        2        5        5        1        3        3        3        8        8        7        9
Vardas936               Pavarde936              4        7        1        10       7        9        6        1        5        9        1        9        9        1        1        3
Vardas937               Pavarde937              6        9        6        3        4        1        3        8        5        3        1        9        10       9        6        5
Vardas938               Pavarde938              6        2        10       1        2        4        6        8        1        10       10       1        9        6        6        8
Vardas939               Pavarde939              5        3        8        5        2        4        9        1        6        6        4        5        1        9        5        3
Vardas940               Pavarde940              7        1        4        3        9        7        7        5        4        6        7        2        8        9        1        2
Vardas941               Pavarde941              5        2        4        5        1        5        5        10       10       10       2        3        10       3        7        1
Vardas942               Pavarde942              7        10       1        4        4        7        1        5        1        5        8        2        6        9        1        7
Vardas943               Pavarde943              7        5        8        2        10       10       2        5        3        4        10       3        7        4        7        5
Vardas944               Pavarde944              1        6        3        9        4        1        2        10       9        6        10       3        7        2        10       3
Vardas945               Pavarde945              2        3        8        6        7        8        1        3        2        6        7        1        4        5        5        7
Vardas946               Pavarde946              6        9        6        9        10       9        8        3        5        6        2        1        9        4        3        1
Vardas947               Pavarde947              8        1        6        7        2        5        2        2        3        7        6        4        10       10       2        1
Vardas948               Pavarde948              8        10       4        4        7        4        5        3        6        5        5        6        2        10       3        1
Vardas949               Pavarde949              8        9        2        4        8        8        2        5        7        3        10       8        3        6        9        9
Vardas950               Pavarde950              6        5        8        9        6        3        2        6        3        2        7        7        9        8        10       2
Vardas951               Pavarde951              10       5        7        8        10       5        1        2        10       8        6        1        6        3        2        9
Vardas952               Pavarde952              9        1        4        5        2        8        3        2        6        2        10       9        3        10       9        1
Vardas953               Pavarde953              2        5        7        10       4        4        4        7        10       2        9        10       4        8        4        7
Vardas954               Pavarde954              1        10       5        3        9        2        7        5        10       8        5        5        10       5        8        8
Vardas955               Pavarde955              9        3        1        6        2        7        6        7        1        10       3        5        2        7        2        6
Vardas956               Pavarde956              7        3        4        9        5        7        8        6        7        3        1        8        2        4        9        7
Vardas957               Pavarde957              3        7        6        5        8        9        8        8        6        2        1        6        6        9        6        1
Vardas958               Pavarde958              9        6        6        3        9        4        3        6        1        4        1        1        4        8        4        3
Vardas959               Pavarde959              7        2        3        9        8        3        7        1        10       7        3        8        1        7        1        10
Vardas960               Pavarde960              3        3        5        9        9        4        7        4        6        5        2        10       4        5        7        10
Vardas961               Pavarde961              1        6        4        8        4        3        7        8        3        5        2        9        6        5        2        5
Vardas962               Pavarde962              4        3        9        6        4        5        8        3        4        8        5        5        6        4        5        8
Vardas963               Pavarde963              2        4        5        6        4        5        7        7        6        1        1        5        3        10       9        9
Vardas964               Pavarde964              10       9        7        10       3        7        9        8        3        2        9        8        4        6        8        10
Vardas965               Pavarde965              3        8        5        10       9        4        10       4        5        4        2        1        10       9        7        5
Vardas966               Pavarde966              6        8        4        1        8        8        7        3        6        6        3        4        1        4        8        6
Vardas967               Pavarde967              6        5        6        4        4        10       9        9        5        1        6        6        7        6        7        3
Vardas968               Pavarde968              3        2        9        3        7        7        6        7        8        4        9        5        7        4        7        7
Vardas969               Pavarde969              3        1        10       7        8        3        3        8        3        6        2        10       4        3        1        8
Vardas970               Pavarde970              2        4        4        10       9        4        5        5        7        5        6        10       7        10       7        9
Vardas971               Pavarde971              4        10       7        4        5        2        7        5        5        10       2        4        2        3        1        3
Vardas972               Pavarde972              6        2        4        7        6        8        5        1        8        8        6        2        5        10       6        1
Vardas973               Pavarde973              4        1        6        5        2        9        4        6        9        6        7        6        5        9        8        5
Vardas974               Pavarde974              6        4        6        2        3        10       1        7        7        5        8        2        10       9        4        3
Vardas975               Pavarde975              1        2        3        7        1        4        7        7        9        8        7        2        9        4        7        8
Vardas976               Pavarde976              5        10       7        6        3        10       3        6        1        7        7        1        10       8        9        1
Vardas977               Pavarde977              7        6        9        9        1        2        2        1        4        7        10       10       9        9        9        9
Vardas978               Pavarde978              7        4        1        6        8        7        1        7        5        1        3        9        1        2        3        5
Vardas979               Pavarde979              9        2        6        8        2        6        5        10       1        8        1        8        6        6        5        4
Vardas980               Pavarde980              5        9        2        7        1        10       5        8        2        7        1        7        6        9        6        4
Vardas981               Pavarde981              4        2        4        8        2        8        2        9        6        4        3        10       10       4        8        10
Vardas982               Pavarde982              8        2        1        4        5        8        10       8        5        10       4        4        3        8        8        5
Vardas983               Pavarde983              8        5        5        4        6        8        10       7        9        4        1        9        5        4        10       8
Vardas984               Pavarde984              1        3        4        3        8        10       9        6        5        4        9        8        9        7        1        3
Vardas985               Pavarde985              8        9        2        1        9        6        8        4        3        2        6        6        2        7        9        6
Vardas986               Pavarde986              5        3        7        3        1        1        10       9        6        3        2        10       6        10       9        7
Vardas987               Pavarde987              1        5        4        9        1        2        6        6        4        9        10       6        3        4        3        3
Vardas988               Pavarde988              10       1        6        9        7        2        4        6        7        6        6        3        1        8        9        6
Vardas989               Pavarde989              7        7        4        7        8        8        7        5        8        4        10       9        10       7        3        2
Vardas990               Pavarde990              10       5        10       5        9        9        8        2        2        3        3        10       3        3        7        7
Vardas991               Pavarde991              6        3        2        9        8        3        4        1        3        2        1        5        7        7        7        3
Vardas992               Pavarde992              10       10       1        10       1        6        5        5        3        10       9        2        4        8        5        2
Vardas993               Pavarde993              7        5        7        9        6        4        2        7        1        3        6        8        9        2        7        8
Vardas994               Pavarde994              9        6        7        4        4        7        4        6        6        10       4        6        7        1        7        9
Vardas995               Pavarde995              6        8        9        6        1        2        2        6        10       7        1        6        1        8        5        7
Vardas996               Pavarde996              9        1        3        6        2        10       5        5        4        5        10       9        4        5        9        1
Vardas997               Pavarde997              10       4        3        7        8        10       6        5        8        1        4        7        6        7        1        7
