Vardas                  Pavarde                 ND1      ND2      ND3      ND4      ND5      ND6      ND7      ND8      ND9      ND10     ND11     ND12     ND13     ND14     ND15     Egz.
Vardas8678              Pavarde8678             8        8        6        7        8        5        1        10       9        10       2        2        4        8        2        2
Vardas8679              Pavarde8679             7        1        2        7        1        3        1        3        5        6        1        6        8        5        4        9
Vardas8680              Pavarde8680             6        10       3        10       4        2        1        1        2        2        7        7        7        5        7        9
Vardas8681              Pavarde8681             5        6        8        7        4        6        7        7        8        10       2        7        4        1        8        1
Vardas8682              Pavarde8682             4        5        10       2        10       1        10       8        9        7        8        7        5        4        3        7
Vardas8683              Pavarde8683             4        4        2        2        5        5        10       2        6        3        6        9        4        6        4        1
Vardas8684              Pavarde8684             4        9        1        5        3        4        10       10       10       5        5        5        7        3        10       8
Vardas8685              Pavarde8685             8        7        8        3        3        5        8        3        1        7        1        7        2        9        2        2
Vardas8686              Pavarde8686             6        9        4        3        7        3        3        9        2        4        8        4        5        5        3        5
Vardas8687              Pavarde8687             5        9        2        3        9        9        3        9        6        10       1        9        8        10       3        8
Vardas8688              Pavarde8688             9        6        1        7        8        2        3        8        1        1        6        3        8        10       10       2
Vardas8689              Pavarde8689             10       2        8        4        4        2        9        6        5        8        1        10       5        5        10       4
Vardas8690              Pavarde8690             6        8        1        9        1        4        10       4        6        5        10       7        9        7        2        9
Vardas8691              Pavarde8691             2        5        5        2        1        2        6        5        2        1        7        8        3        10       5        2
Vardas8692              Pavarde8692             8        5        1        9        3        6        10       10       1        4        8        2        8        9        9        2
Vardas8693              Pavarde8693             6        3        9        8        7        9        1        10       7        8        2        6        8        3        1        4
Vardas8694              Pavarde8694             6        5        8        5        5        10       10       9        2        10       5        10       10       7        4        9
Vardas8695              Pavarde8695             9        9        4        3        8        5        7        8        7        3        2        6        1        9        1        4
Vardas8696              Pavarde8696             8        5        10       10       3        7        9        5        9        9        1        4        8        10       3        10
Vardas8697              Pavarde8697             6        1        4        3        1        2        10       10       1        2        10       2        6        4        6        5
Vardas8698              Pavarde8698             6        8        5        10       9        9        7        1        10       10       6        2        2        1        2        4
Vardas8699              Pavarde8699             9        4        2        9        9        8        1        2        2        4        3        9        10       1        4        4
Vardas8700              Pavarde8700             9        9        1        6        9        7        10       6        7        10       6        4        1        10       6        4
Vardas8701              Pavarde8701             1        5        3        6        4        1        8        2        3        6        3        2        10       3        1        8
Vardas8702              Pavarde8702             4        8        3        5        9        2        2        2        3        6        4        4        8        2        4        8
Vardas8703              Pavarde8703             10       3        4        2        7        7        7        8        1        8        1        3        1        5        5        9
Vardas8704              Pavarde8704             6        10       10       3        4        4        10       2        7        4        5        8        10       3        4        7
Vardas8705              Pavarde8705             3        1        7        1        2        1        8        2        10       6        5        3        6        1        4        7
Vardas8706              Pavarde8706             3        1        8        1        8        10       9        1        7        2        5        8        7        5        4        1
Vardas8707              Pavarde8707             9        1        6        3        7        2        5        3        7        7        2        8        3        3        6        3
Vardas8708              Pavarde8708             5        9        9        6        10       9        7        5        9        8        9        1        3        10       5        8
Vardas8709              Pavarde8709             5        10       8        8        10       6        9        2        7        1        3        2        4        9        9        7
Vardas8710              Pavarde8710             2        3        4        1        7        8        6        3        7        10       10       6        7        9        7        10
Vardas8711              Pavarde8711             9        3        8        8        5        2        4        7        9        9        10       1        3        8        4        5
Vardas8712              Pavarde8712             5        6        6        8        8        3        1        3        6        4        4        5        1        9        5        6
Vardas8713              Pavarde8713             2        7        5        9        4        6        8        5        6        7        9        8        1        10       8        4
Vardas8714              Pavarde8714             7        7        4        7        8        7        8        1        2        10       5        2        8        7        9        4
Vardas8715              Pavarde8715             8        3        10       3        1        5        7        8        10       3        10       5        9        5        9        5
Vardas8716              Pavarde8716             2        1        3        7        10       7        4        8        10       3        1        2        4        8        3        8
Vardas8717              Pavarde8717             1        9        6        4        9        2        10       4        4        1        5        9        4        1        4        2
Vardas8718              Pavarde8718             5        8        9        2        4        4        8        10       4        10       7        6        1        4        8        3
Vardas8719              Pavarde8719             1        1        1        4        1        2        9        9        7        4        4        9        1        8        6        5
Vardas8720              Pavarde8720             1        1        10       5        6        1        1        1        7        2        2        6        2        8        2        9
Vardas8721              Pavarde8721             9        2        3        8        6        2        7        7        5        2        10       2        1        8        6        1
Vardas8722              Pavarde8722             7        8        2        2        7        1        9        4        3        7        7        3        3        9        9        10
Vardas8723              Pavarde8723             1        8        5        2        8        10       2        10       1        4        8        3        9        5        2        4
Vardas8724              Pavarde8724             7        4        6        1        6        2        8        2        8        9        2        8        5        6        8        4
Vardas8725              Pavarde8725             3        1        4        1        5        9        8        3        1        10       4        1        6        1        10       2
Vardas8726              Pavarde8726             7        8        4        2        4        2        8        10       6        2        2        6        1        4        6        2
Vardas8727              Pavarde8727             2        10       8        10       1        7        3        3        6        10       7        7        8        9        8        4
Vardas8728              Pavarde8728             4        6        7        6        8        7        6        2        7        8        1        4        2        1        5        1
Vardas8729              Pavarde8729             6        7        1        7        7        6        10       9        1        10       10       2        2        1        9        5
Vardas8730              Pavarde8730             4        6        3        3        8        7        1        1        5        10       8        5        8        2        10       9
Vardas8731              Pavarde8731             8        7        7        7        7        6        2        7        5        8        4        9        9        4        10       7
Vardas8732              Pavarde8732             9        10       4        9        7        10       1        10       6        5        9        2        10       5        1        9
Vardas8733              Pavarde8733             2        9        3        1        4        2        9        10       1        8        4        3        4        9        5        6
Vardas8734              Pavarde8734             2        9        2        3        9        4        6        10       1        9        5        6        7        9        1        8
Vardas8735              Pavarde8735             2        1        4        1        4        2        8        2        2        3        6        9        4        7        7        4
Vardas8736              Pavarde8736             8        6        5        6        2        1        2        7        1        6        5        8        3        9        9        9
Vardas8737              Pavarde8737             5        2        5        9        6        8        8        9        3        3        9        7        3        2        2        10
Vardas8738              Pavarde8738             2        10       1        3        5        8        4        3        2        5        5        10       8        7        9        9
Vardas8739              Pavarde8739             7        9        2        5        7        9        3        8        2        10       6        10       2        7        3        9
Vardas8740              Pavarde8740             7        5        1        2        4        6        7        10       9        8        4        6        4        4        4        2
Vardas8741              Pavarde8741             7        2        8        1        1        1        5        5        4        5        2        7        4        5        5        6
Vardas8742              Pavarde8742             9        7        1        3        1        6        10       10       4        9        1        6        4        4        6        6
Vardas8743              Pavarde8743             5        5        9        4        6        7        1        3        7        4        2        7        7        1        10       6
Vardas8744              Pavarde8744             4        4        7        6        1        2        5        1        7        2        3        6        8        10       6        4
Vardas8745              Pavarde8745             2        5        9        10       3        2        2        5        3        2        1        1        8        3        9        8
Vardas8746              Pavarde8746             4        9        3        10       3        9        6        3        7        8        7        6        7        9        8        10
Vardas8747              Pavarde8747             7        9        8        1        4        1        2        1        10       2        7        2        3        1        6        5
Vardas8748              Pavarde8748             6        3        4        1        8        1        5        6        6        5        5        9        7        6        3        2
Vardas8749              Pavarde8749             6        3        2        3        5        5        6        1        7        5        2        8        6        9        9        10
Vardas8750              Pavarde8750             3        4        4        10       4        2        2        4        6        10       10       4        2        3        8        2
Vardas8751              Pavarde8751             10       4        10       3        4        7        10       9        6        7        3        9        9        5        5        4
Vardas8752              Pavarde8752             9        5        2        10       8        8        7        9        8        8        3        8        7        2        3        5
Vardas8753              Pavarde8753             10       3        4        6        1        10       8        6        5        4        4        2        1        2        10       10
Vardas8754              Pavarde8754             5        10       1        2        3        7        7        6        3        2        9        8        10       3        8        8
Vardas8755              Pavarde8755             5        4        5        1        7        7        1        6        10       1        9        10       9        7        6        6
Vardas8756              Pavarde8756             5        5        7        6        2        9        5        2        10       3        6        6        5        1        8        8
Vardas8757              Pavarde8757             5        4        8        6        3        6        6        5        10       9        2        10       1        5        4        10
Vardas8758              Pavarde8758             8        3        7        5        10       4        7        9        9        4        1        1        8        9        8        2
Vardas8759              Pavarde8759             1        8        5        7        5        4        9        10       2        4        5        7        3        9        9        3
Vardas8760              Pavarde8760             2        10       1        5        4        6        7        6        3        9        2        6        2        8        8        10
Vardas8761              Pavarde8761             10       4        10       8        9        4        6        4        5        4        4        2        10       2        8        9
Vardas8762              Pavarde8762             4        7        3        5        3        10       4        1        5        8        7        5        7        7        7        1
Vardas8763              Pavarde8763             7        10       10       7        6        10       7        8        7        6        5        10       3        2        9        9
Vardas8764              Pavarde8764             10       8        6        5        7        10       3        3        10       4        2        7        3        2        10       4
Vardas8765              Pavarde8765             10       9        2        1        8        8        4        3        7        2        1        5        7        3        10       10
Vardas8766              Pavarde8766             9        5        2        3        3        4        7        9        9        10       3        5        1        3        8        4
Vardas8767              Pavarde8767             8        1        8        1        6        6        4        8        3        1        1        8        5        8        9        10
Vardas8768              Pavarde8768             3        4        10       4        5        2        2        3        4        1        9        7        5        5        1        3
Vardas8769              Pavarde8769             7        6        6        10       10       9        3        3        2        2        6        8        10       2        8        8
Vardas8770              Pavarde8770             9        6        3        4        1        2        3        6        5        1        10       10       2        4        1        6
Vardas8771              Pavarde8771             4        1        2        7        8        3        3        7        8        3        10       10       2        1        8        7
Vardas8772              Pavarde8772             10       7        7        1        7        3        4        6        4        4        5        7        3        5        9        2
Vardas8773              Pavarde8773             5        3        9        5        1        4        3        5        5        2        5        1        4        5        3        9
Vardas8774              Pavarde8774             10       7        10       3        4        4        9        10       9        7        2        6        2        8        7        4
Vardas8775              Pavarde8775             9        10       10       8        4        5        1        3        6        3        7        10       8        9        6        2
Vardas8776              Pavarde8776             10       4        3        1        5        3        6        10       5        4        5        5        9        5        7        9
Vardas8777              Pavarde8777             10       9        10       8        9        10       1        8        1        10       9        9        10       6        8        3
Vardas8778              Pavarde8778             2        7        4        1        9        8        8        3        10       4        2        6        1        5        8        4
Vardas8779              Pavarde8779             5        8        1        10       3        8        9        7        2        6        1        1        10       10       9        1
Vardas8780              Pavarde8780             4        6        6        4        9        7        2        1        2        5        8        4        2        6        5        8
Vardas8781              Pavarde8781             5        8        1        2        5        8        8        10       7        3        4        7        4        10       4        7
Vardas8782              Pavarde8782             9        9        3        7        8        2        7        6        8        4        2        9        3        5        5        10
Vardas8783              Pavarde8783             4        4        7        10       4        5        6        9        7        9        5        7        8        1        7        1
Vardas8784              Pavarde8784             7        2        8        2        8        7        3        4        7        5        6        10       5        6        10       7
Vardas8785              Pavarde8785             2        8        6        1        5        8        8        1        7        2        8        5        6        3        2        5
Vardas8786              Pavarde8786             6        3        8        4        7        2        5        6        8        2        8        1        1        10       10       2
Vardas8787              Pavarde8787             8        9        6        2        1        2        4        1        1        9        4        10       2        7        1        4
Vardas8788              Pavarde8788             5        9        10       7        9        4        10       2        2        5        2        2        2        3        3        4
Vardas8789              Pavarde8789             10       5        8        9        6        5        8        1        6        10       5        5        7        5        9        2
Vardas8790              Pavarde8790             3        4        10       3        5        7        2        10       2        5        4        1        8        5        10       6
Vardas8791              Pavarde8791             8        2        10       9        9        1        3        5        8        9        2        4        6        7        4        2
Vardas8792              Pavarde8792             4        10       2        2        5        6        7        5        3        7        8        7        2        3        10       2
Vardas8793              Pavarde8793             7        10       7        5        4        9        6        2        4        1        1        4        9        1        5        4
Vardas8794              Pavarde8794             3        5        4        5        3        6        6        5        3        10       4        9        1        9        9        8
Vardas8795              Pavarde8795             5        3        10       10       8        4        2        3        4        7        1        6        3        5        4        7
Vardas8796              Pavarde8796             10       3        10       10       8        7        6        5        5        5        9        6        10       7        9        9
Vardas8797              Pavarde8797             10       2        8        9        4        1        7        10       1        5        3        7        6        4        5        3
Vardas8798              Pavarde8798             4        8        5        5        3        9        10       6        6        2        4        2        9        7        1        8
Vardas8799              Pavarde8799             2        6        4        2        9        3        3        3        4        5        2        1        7        5        7        10
Vardas8800              Pavarde8800             4        8        8        7        10       8        10       8        5        6        5        3        6        7        3        1
Vardas8801              Pavarde8801             7        7        6        4        3        3        6        6        7        9        7        1        8        3        8        6
Vardas8802              Pavarde8802             6        2        9        3        3        7        9        6        6        3        2        1        8        5        6        8
Vardas8803              Pavarde8803             5        3        6        7        2        9        10       6        3        4        10       9        6        5        5        3
Vardas8804              Pavarde8804             1        6        6        5        9        1        7        2        8        6        4        4        3        1        3        4
Vardas8805              Pavarde8805             1        8        4        3        10       5        4        7        8        5        1        4        7        3        6        6
Vardas8806              Pavarde8806             10       10       8        3        1        1        2        1        9        5        3        1        4        9        4        4
Vardas8807              Pavarde8807             9        6        1        4        4        9        7        6        8        8        9        4        6        1        10       4
Vardas8808              Pavarde8808             1        3        9        10       8        6        5        5        4        7        6        10       8        10       3        6
Vardas8809              Pavarde8809             4        2        6        9        2        9        4        8        2        2        4        2        7        9        4        8
Vardas8810              Pavarde8810             5        3        10       7        2        8        1        3        6        5        4        1        10       1        1        9
Vardas8811              Pavarde8811             8        3        5        1        1        1        3        4        1        8        7        4        1        4        5        3
Vardas8812              Pavarde8812             8        5        4        7        3        2        10       7        4        8        6        5        9        8        3        2
Vardas8813              Pavarde8813             2        8        1        10       4        5        8        3        9        7        8        6        1        1        5        4
Vardas8814              Pavarde8814             10       2        7        5        1        4        8        10       7        9        6        3        4        3        8        10
Vardas8815              Pavarde8815             2        5        6        2        7        9        10       4        2        6        10       3        6        10       10       6
Vardas8816              Pavarde8816             7        10       8        5        8        6        9        9        5        3        2        6        2        4        3        3
Vardas8817              Pavarde8817             3        8        2        2        5        6        3        4        3        4        1        4        6        7        4        4
Vardas8818              Pavarde8818             3        6        5        7        6        3        6        3        5        5        5        10       1        6        5        4
Vardas8819              Pavarde8819             2        4        3        9        1        6        10       2        5        8        5        10       1        1        7        10
Vardas8820              Pavarde8820             8        2        6        7        10       4        4        7        10       5        4        6        8        1        5        4
Vardas8821              Pavarde8821             2        9        1        4        5        5        8        8        6        1        8        6        8        1        2        5
Vardas8822              Pavarde8822             7        8        7        2        3        1        10       6        1        7        3        5        9        8        6        4
Vardas8823              Pavarde8823             5        7        9        10       1        2        10       6        5        5        2        6        6        2        8        10
Vardas8824              Pavarde8824             3        2        4        6        9        7        3        5        2        10       1        2        7        7        1        7
Vardas8825              Pavarde8825             7        4        7        9        9        1        9        1        9        6        2        10       5        1        2        5
Vardas8826              Pavarde8826             7        9        1        2        9        10       9        4        3        6        8        6        6        8        8        5
Vardas8827              Pavarde8827             9        6        9        8        4        5        2        10       6        8        5        9        8        2        1        7
Vardas8828              Pavarde8828             5        5        2        6        5        7        7        5        4        7        7        10       2        7        3        1
Vardas8829              Pavarde8829             1        4        6        1        5        9        10       3        1        2        9        6        3        3        5        10
Vardas8830              Pavarde8830             3        4        9        5        6        10       9        7        2        7        5        8        9        6        3        8
Vardas8831              Pavarde8831             5        9        2        1        1        8        8        10       9        4        4        8        1        8        2        8
Vardas8832              Pavarde8832             2        4        8        9        3        3        5        5        1        10       9        1        3        7        4        5
Vardas8833              Pavarde8833             10       4        6        9        1        8        1        5        10       6        1        5        5        3        9        3
Vardas8834              Pavarde8834             2        3        5        4        6        1        6        5        8        9        8        10       10       10       3        4
Vardas8835              Pavarde8835             3        9        7        7        3        3        9        5        3        4        4        9        8        5        3        10
Vardas8836              Pavarde8836             1        5        1        8        1        5        10       2        1        2        1        6        5        1        4        9
Vardas8837              Pavarde8837             4        7        5        6        10       7        1        10       7        2        6        3        3        10       4        4
Vardas8838              Pavarde8838             6        4        1        3        3        3        7        2        5        8        1        8        5        9        3        7
Vardas8839              Pavarde8839             7        4        2        1        5        10       9        3        10       6        5        1        2        2        10       2
Vardas8840              Pavarde8840             1        3        6        6        7        4        4        6        7        1        3        2        7        7        5        4
Vardas8841              Pavarde8841             1        3        3        8        5        4        10       7        2        10       1        1        8        5        2        3
Vardas8842              Pavarde8842             5        7        6        1        5        7        9        8        10       2        4        6        1        6        7        8
Vardas8843              Pavarde8843             6        6        2        6        5        8        2        4        9        4        5        7        6        5        10       1
Vardas8844              Pavarde8844             2        10       2        9        5        2        6        2        1        6        7        8        10       6        1        8
Vardas8845              Pavarde8845             10       6        1        1        6        9        6        2        4        4        2        1        10       7        7        10
Vardas8846              Pavarde8846             7        8        4        1        6        8        10       2        9        5        4        1        7        6        3        10
Vardas8847              Pavarde8847             1        3        9        7        3        3        10       6        5        4        1        8        2        2        1        4
Vardas8848              Pavarde8848             3        6        4        5        6        4        7        10       3        5        8        7        7        6        3        5
Vardas8849              Pavarde8849             5        9        1        6        9        1        8        5        7        6        4        5        8        9        8        5
Vardas8850              Pavarde8850             8        10       1        5        3        9        4        3        8        1        9        2        6        5        4        3
Vardas8851              Pavarde8851             2        3        10       8        3        7        4        10       8        9        10       7        9        2        9        1
Vardas8852              Pavarde8852             1        8        5        7        4        4        2        2        2        3        10       7        2        9        1        10
Vardas8853              Pavarde8853             1        8        2        5        6        1        7        6        10       1        5        1        5        7        10       7
Vardas8854              Pavarde8854             4        6        5        8        7        5        6        2        6        7        1        6        4        4        1        9
Vardas8855              Pavarde8855             3        1        6        3        1        7        8        9        7        3        6        6        6        3        8        4
Vardas8856              Pavarde8856             6        5        1        1        7        9        3        3        7        3        9        2        8        8        1        2
Vardas8857              Pavarde8857             4        9        4        1        1        7        5        3        4        2        3        8        4        1        5        9
Vardas8858              Pavarde8858             5        9        8        8        7        8        6        4        8        4        9        5        1        7        7        6
Vardas8859              Pavarde8859             10       5        4        4        6        5        4        2        8        1        4        6        10       8        8        8
Vardas8860              Pavarde8860             7        8        9        5        1        4        7        2        9        5        2        5        7        6        4        4
Vardas8861              Pavarde8861             2        2        7        1        7        5        9        4        2        8        3        5        6        6        5        3
Vardas8862              Pavarde8862             1        3        7        10       7        4        10       5        9        3        9        3        3        8        5        10
Vardas8863              Pavarde8863             3        4        2        1        3        3        3        7        4        4        1        3        5        1        9        6
Vardas8864              Pavarde8864             7        3        10       10       7        4        7        2        10       4        4        1        9        5        7        5
Vardas8865              Pavarde8865             3        10       2        1        7        9        1        7        7        9        7        5        4        10       7        6
Vardas8866              Pavarde8866             3        2        4        2        7        8        6        6        7        4        6        2        6        10       4        7
Vardas8867              Pavarde8867             4        3        1        7        5        6        5        5        7        5        6        6        8        4        2        1
Vardas8868              Pavarde8868             10       6        4        7        4        7        6        2        1        5        8        9        2        10       3        5
Vardas8869              Pavarde8869             7        8        7        10       1        10       7        10       10       4        3        10       7        2        6        4
Vardas8870              Pavarde8870             8        6        3        6        2        1        3        10       3        6        1        8        10       6        2        4
Vardas8871              Pavarde8871             7        8        4        9        3        5        10       3        10       10       3        1        7        7        3        7
Vardas8872              Pavarde8872             7        3        1        4        7        7        8        1        10       8        8        10       5        8        10       5
Vardas8873              Pavarde8873             1        1        6        4        10       7        6        1        2        8        4        2        4        8        4        6
Vardas8874              Pavarde8874             7        2        10       2        3        7        10       1        10       8        5        9        6        9        2        8
Vardas8875              Pavarde8875             9        8        7        1        5        4        2        8        6        9        4        6        2        8        10       1
Vardas8876              Pavarde8876             1        6        5        6        6        6        6        3        7        7        2        1        6        3        9        1
Vardas8877              Pavarde8877             2        8        3        2        9        9        4        2        6        9        7        7        9        9        9        3
Vardas8878              Pavarde8878             10       10       6        5        1        4        3        9        3        1        10       1        3        9        2        2
Vardas8879              Pavarde8879             8        2        6        2        1        10       6        1        3        1        1        4        8        5        1        7
Vardas8880              Pavarde8880             7        2        7        1        5        7        2        4        5        2        10       5        1        1        6        6
Vardas8881              Pavarde8881             8        4        2        5        3        6        8        5        7        6        8        3        5        6        7        9
Vardas8882              Pavarde8882             6        9        5        9        9        6        6        7        2        10       6        4        4        9        3        6
Vardas8883              Pavarde8883             8        3        8        1        7        9        9        10       5        9        5        2        8        9        2        1
Vardas8884              Pavarde8884             2        3        6        5        1        1        9        5        9        2        9        7        9        1        2        2
Vardas8885              Pavarde8885             1        7        7        7        6        9        6        3        4        6        7        8        1        6        5        4
Vardas8886              Pavarde8886             5        6        9        5        10       8        9        4        2        5        10       8        3        10       8        8
Vardas8887              Pavarde8887             8        3        9        3        9        5        3        6        9        10       10       4        2        4        9        5
Vardas8888              Pavarde8888             2        6        5        3        5        9        6        6        9        6        4        9        9        9        10       6
Vardas8889              Pavarde8889             5        5        7        3        4        3        7        6        7        5        10       10       7        6        10       2
Vardas8890              Pavarde8890             4        6        7        9        2        1        8        2        8        4        5        10       5        9        7        6
Vardas8891              Pavarde8891             5        4        10       10       6        9        8        2        5        8        10       2        3        9        8        1
Vardas8892              Pavarde8892             2        8        5        8        3        1        8        3        9        5        7        4        4        4        5        1
Vardas8893              Pavarde8893             8        10       6        8        5        6        5        4        8        7        4        4        9        7        4        2
Vardas8894              Pavarde8894             8        3        5        7        6        1        6        3        5        8        5        7        4        8        8        1
Vardas8895              Pavarde8895             1        3        7        6        8        7        2        7        7        3        9        8        8        10       3        6
Vardas8896              Pavarde8896             10       5        6        9        8        3        6        5        3        5        10       7        6        2        3        1
Vardas8897              Pavarde8897             9        6        5        2        10       1        6        8        9        7        8        6        6        7        7        6
Vardas8898              Pavarde8898             10       2        8        4        7        3        1        10       8        1        7        7        5        4        4        9
Vardas8899              Pavarde8899             8        7        9        2        8        3        2        9        7        6        10       8        4        8        7        6
Vardas8900              Pavarde8900             10       10       9        8        5        8        1        3        1        10       2        2        9        2        7        7
Vardas8901              Pavarde8901             8        9        3        10       2        8        6        7        5        9        4        10       3        6        4        5
Vardas8902              Pavarde8902             7        9        3        1        9        10       8        3        2        1        5        1        4        4        5        5
Vardas8903              Pavarde8903             10       3        1        6        3        6        1        1        7        8        4        8        5        2        8        8
Vardas8904              Pavarde8904             9        5        10       9        2        5        9        4        7        1        3        7        5        3        1        4
Vardas8905              Pavarde8905             2        5        5        2        8        7        3        4        10       3        9        9        4        3        8        2
Vardas8906              Pavarde8906             10       7        5        1        3        8        2        10       1        5        7        7        10       8        3        2
Vardas8907              Pavarde8907             6        5        4        9        7        7        1        5        6        1        8        8        7        4        4        5
Vardas8908              Pavarde8908             7        7        6        7        2        9        9        8        6        10       9        4        1        1        4        6
Vardas8909              Pavarde8909             7        4        3        5        9        8        2        1        8        6        9        3        6        1        1        10
Vardas8910              Pavarde8910             4        10       6        3        8        8        5        4        5        3        8        8        6        4        2        8
Vardas8911              Pavarde8911             4        6        8        4        6        10       9        1        4        5        8        4        1        6        8        6
Vardas8912              Pavarde8912             8        2        10       9        3        8        7        3        3        1        4        8        6        5        1        4
Vardas8913              Pavarde8913             1        6        1        1        10       6        3        1        5        5        6        6        2        10       4        1
Vardas8914              Pavarde8914             10       8        7        9        5        3        6        8        3        8        5        2        8        1        1        5
Vardas8915              Pavarde8915             1        3        8        4        7        7        10       1        6        6        3        4        6        5        4        1
Vardas8916              Pavarde8916             1        5        5        8        3        4        9        5        7        2        2        5        8        8        9        6
Vardas8917              Pavarde8917             5        3        4        8        2        1        6        6        4        6        5        5        10       4        7        9
Vardas8918              Pavarde8918             8        4        8        8        6        4        3        10       6        1        7        2        4        7        6        2
Vardas8919              Pavarde8919             4        1        9        1        7        9        3        5        10       3        7        9        9        4        3        9
Vardas8920              Pavarde8920             8        4        6        5        5        1        4        6        4        8        1        8        6        8        10       8
Vardas8921              Pavarde8921             7        7        7        6        2        9        10       3        6        6        6        2        1        4        5        5
